,id_response,response_option,response_description
950,1009,9.0,Bavel (incl. New Wolfslaar)
951,1010,1.0,Live independently
952,1011,3.0,"Between 592,- and 635,-"
953,1012,11.0,Living environment/residential neighbourhood
954,1013,12.0,Insufficient facilities in the area
955,1014,13.0,Poor landlord service
956,1015,14.0,Wants to live closer to parents/children
957,1016,15.0,Because of care for a family member (informal care)
958,1017,16.0,Favorable time to sell a home
959,1018,17.0,"Something else, namely:"
960,1019,2.0,Because of study/work
961,1020,5.0,Between 711 and 900
962,1021,4.0,Family expansion
963,1022,5.0,Parting
964,1023,6.0,Because of disagreements with the neighbours
965,1024,1.0,"Less than 414,-"
966,1025,8.0,Because of the house itself
967,1026,9.0,Current home not suitable for the elderly
968,1028,1.0,In the center / downtown
969,1029,2.0,In a village
970,1030,3.0,"In a busy area with amenities, just outside the center"
971,1031,4.0,In a rural setting
972,1032,5.0,"In a quiet and green residential area, just outside the center"
973,1033,6.0,In a neighborhood on the outskirts of the city
974,1034,7.0,"Otherwise, namely:"
975,1035,8.0,No preference
976,1036,4.0,Do not know / no opinion
977,1037,1.0,Yes
978,1038,2.0,"No, not in my own neighborhood but in Breda"
979,1039,3.0,No
980,1043,6.0,"Yes, other help"
981,1044,8.0,Unknown
982,1045,1.0,Often
983,1046,23.0,The Blaker
984,1047,2.0,"No, not in my own neighborhood but in Breda"
985,1048,0.0,Not Answered
986,1049,3.0,"Yes, from my doctor"
987,1050,1.0,Yes
988,1051,3.0,Do not know / no opinion
989,1052,1.0,Yes
990,1053,2.0,No
991,1056,3.0,Do not know / no opinion
992,1057,3.0,Do not know / no opinion
993,1058,2.0,No
994,1059,1.0,Yes
995,1060,2.0,No
996,1061,4.0,no
997,1062,3.0,"Yes, from my doctor"
998,1063,3.0,"yes, elsewhere in the municipality"
999,1064,33.0,Age
1000,1065,1.0,no
1001,1066,1.0,Yes
1002,1067,1.0,"Yes, of course"
1003,1068,99999998.0,Unknown
1004,1069,1.0,Yes
1005,1070,2.0,sometimes occurs
1006,1071,1.0,Detached
1007,1072,10.0,One-room apartment/studio
1008,1073,11.0,"Otherwise, namely:"
1009,1074,2.0,Two under TTn hood
1010,1075,3.0,Houses in a row or semi-detached
1011,1076,4.0,Corner house
1012,1077,5.0,Flat/apartment without elevator
1013,1078,6.0,Flat/apartment mTt lift
1014,1079,7.0,Self-contained senior residence
1015,1080,8.0,Residential care complex / nursing home / sheltered housing
1016,1081,9.0,Room occupancy/student housing
1017,1083,1.0,Owner-occupied home
1018,1084,2.0,Rental property of a housing association
1019,1085,3.0,Renting a house from a private landlord
1020,1086,4.0,No preference/don't know yet
1021,1087,1.0,Existing house
1022,1088,2.0,Newly built house
1023,1089,3.0,Develop and build a building plot yourself (private)
1024,1090,4.0,Developing and building a building plot with a group (collectively)
1025,1091,5.0,No preference for existing or new construction
1026,1092,6.0,DIY house
1027,1093,7.0,"Something else, namely:"
1028,1094,8.0,Don't know yet/no preference
1029,1096,3.0,More nuisance
1030,1097,1.0,No nuisance
1031,1098,2.0,Sometimes nuisance
1032,1099,3.0,(almost) never occurs
1033,1100,6.0,Do not know / no opinion
1034,1101,3.0,not satisfied/not dissatisfied
1035,1102,2.0,satisfied
1036,1103,1.0,very satisfied
1037,1104,4.0,dissatisfied
1038,1105,56.0,Age
1039,1106,1.0,Yes
1040,1131,1.0,"yes, (almost) no problems"
1041,1132,2.0,"fair, some issues"
1042,1133,3.0,"bad, many problems"
1043,1134,4.0,does not apply
1044,1135,1.0,"yes, (almost) no problems"
1045,1136,2.0,"fair, some issues"
1046,1137,3.0,"bad, many problems"
1047,1138,4.0,does not apply
1048,1139,1.0,"yes, (almost) no problems"
1049,1140,0.0,No
1050,1141,2.0,"fair, some issues"
1051,1142,3.0,"bad, many problems"
1052,1143,4.0,does not apply
1053,1144,1.0,"yes, (almost) no problems"
1054,1145,2.0,"fair, some issues"
1055,1146,3.0,"bad, many problems"
1056,1147,4.0,does not apply
1057,1148,1.0,"yes, (almost) no problems"
1058,1149,2.0,"fair, some issues"
1059,1150,3.0,"bad, many problems"
1060,1151,4.0,does not apply
1061,1152,1.0,"yes, (almost) no problems"
1062,1153,2.0,"fair, some issues"
1063,1154,3.0,"bad, many problems"
1064,1155,4.0,does not apply
1065,1156,1.0,"yes, (almost) no problems"
1066,1157,2.0,"fair, some issues"
1067,1158,3.0,"bad, many problems"
1068,1159,4.0,does not apply
1069,1160,1.0,"yes, (almost) no problems"
1070,1161,2.0,"fair, some issues"
1071,1162,3.0,"bad, many problems"
1072,1163,4.0,does not apply
1073,1164,1.0,"yes, (almost) no problems"
1074,1165,2.0,"fair, some issues"
1075,1166,3.0,"bad, many problems"
1076,1167,4.0,does not apply
1077,1168,1.0,"Yes, of course"
1078,1169,2.0,probably
1079,1170,3.0,no
1080,1171,4.0,don't know/not applicable
1081,1172,1.0,"Yes, of course"
1082,1173,2.0,probably
1083,1174,3.0,no
1084,1175,4.0,don't know/not applicable
1085,1176,1.0,"Yes, of course"
1086,1177,2.0,probably
1087,1178,3.0,no
1088,1179,4.0,don't know/not applicable
1089,1180,1.0,(almost always
1090,1181,2.0,often
1091,1182,3.0,sometimes
1092,1183,4.0,no
1093,1184,1.0,(almost always
1094,1185,2.0,often
1095,1186,3.0,sometimes
1096,1187,4.0,no
1097,1188,1.0,(almost always
1098,1189,2.0,often
1099,1190,3.0,sometimes
1100,1191,4.0,no
1101,1192,1.0,(almost always
1102,1193,2.0,often
1103,1194,3.0,sometimes
1104,1195,4.0,no
1105,1196,1.0,(almost always
1106,1197,2.0,often
1107,1198,3.0,sometimes
1108,1199,4.0,no
1109,1200,1.0,(almost always
1110,1201,2.0,often
1111,1202,3.0,sometimes
1112,1203,4.0,no
1113,1214,1.0,Yes
1114,1215,2.0,No
1115,1216,3.0,Do not know / no opinion
1116,1217,1.0,Yes
1117,1218,2.0,No
1118,1219,3.0,Do not know / no opinion
1119,1220,1.0,I did
1120,1221,2.0,"Not done yet, but I'm ready"
1121,1222,3.0,I didn't and I don't want to
1122,1223,4.0,do not know yet
1123,1224,1.0,I did
1124,1225,2.0,"Not done yet, but I'm ready"
1125,1226,3.0,I didn't and I don't want to
1126,1227,4.0,do not know yet
1127,1228,1.0,I did
1128,1229,2.0,"Not done yet, but I'm ready"
1129,1230,3.0,I didn't and I don't want to
1130,1231,4.0,do not know yet
1131,1232,1.0,I did
1132,1233,2.0,"Not done yet, but I'm ready"
1133,1234,3.0,I didn't and I don't want to
1134,1235,4.0,do not know yet
1135,1236,1.0,I did
1136,1237,2.0,"Not done yet, but I'm ready"
1137,1238,3.0,I didn't and I don't want to
1138,1239,4.0,do not know yet
1139,1240,1.0,Yes
1140,1241,2.0,No
1141,1242,1.0,New Hawthorn
1142,1243,10.0,Liesbos
1143,1244,11.0,Pekhoeve
1144,1245,12.0,Vianden
1145,1246,13.0,Poelewei
1146,1247,14.0,3 Linden
1147,1248,15.0,Geeren-North
1148,1249,16.0,Scheldestraat
1149,1250,17.0,Crow's nest
1150,1251,18.0,Signpost
1151,1252,19.0,Die
1152,1253,2.0,House of the Hill
1153,1254,20.0,Biesdonk
1154,1255,21.0,Zandberg
1155,1256,22.0,Kievietslaar
1156,1257,23.0,The Blaker
1157,1258,24.0,silver birch
1158,1259,25.0,Geeren South (ONS)
1159,1260,26.0,Toma (Batu Karang)
1160,1261,27.0,Don't know
1161,1262,3.0,northern Lights
1162,1263,4.0,æt Web
1163,1264,5.0,Olympia
1164,1265,6.0,Beemdentil
1165,1266,7.0,Belcrum
1166,1267,8.0,æt Monastery
1167,1268,9.0,The cow
1168,1269,1.0,(almost every day
1169,1270,2.0,(almost) Every week
1170,1271,3.0,(almost) Every month
1171,1272,4.0,(almost) Every 3 months
1172,1273,5.0,1 or 2 times
1173,1274,0.0,Not Answered
1174,1275,1.0,Answered
1175,1277,0.0,Not Answered
1176,1278,1.0,Answered
1177,1279,0.0,Not Answered
1178,1280,1.0,Answered
1179,1281,0.0,Not Answered
1180,1282,1.0,Answered
1181,1283,0.0,Not Answered
1182,1284,1.0,Answered
1183,1285,0.0,Not Answered
1184,1286,1.0,Answered
1185,1287,0.0,Not Answered
1186,1288,1.0,Answered
1187,1289,0.0,Not Answered
1188,1290,1.0,Answered
1189,1291,0.0,Not Answered
1190,1292,1.0,Answered
1191,1293,1.0,occurs often
1192,1294,2.0,sometimes occurs
1193,1295,3.0,(almost) never occurs
1194,1296,4.0,Do not know / no opinion
1195,1297,1.0,occurs often
1196,1298,2.0,sometimes occurs
1197,1299,3.0,(almost) never occurs
1198,1300,4.0,Do not know / no opinion
1199,1301,1.0,occurs often
1200,1302,2.0,sometimes occurs
1201,1303,3.0,(almost) never occurs
1202,1304,4.0,Do not know / no opinion
1203,1305,1.0,occurs often
1204,1306,2.0,sometimes occurs
1205,1307,3.0,(almost) never occurs
1206,1308,4.0,Do not know / no opinion
1207,1309,1.0,occurs often
1208,1310,2.0,sometimes occurs
1209,1311,3.0,(almost) never occurs
1210,1312,4.0,Do not know / no opinion
1211,1313,1.0,occurs often
1212,1314,2.0,sometimes occurs
1213,1315,3.0,(almost) never occurs
1214,1316,4.0,Do not know / no opinion
1215,1317,1.0,occurs often
1216,1318,2.0,sometimes occurs
1217,1319,3.0,(almost) never occurs
1218,1320,4.0,Do not know / no opinion
1219,1321,1.0,occurs often
1220,1322,2.0,sometimes occurs
1221,1323,3.0,(almost) never occurs
1222,1324,4.0,Do not know / no opinion
1223,1325,1.0,occurs often
1224,1326,2.0,sometimes occurs
1225,1327,3.0,(almost) never occurs
1226,1328,4.0,Do not know / no opinion
1227,1329,1.0,occurs often
1228,1330,2.0,sometimes occurs
1229,1331,3.0,(almost) never occurs
1230,1332,4.0,Do not know / no opinion
1231,1333,1.0,occurs often
1232,1334,2.0,sometimes occurs
1233,1335,3.0,(almost) never occurs
1234,1336,4.0,Do not know / no opinion
1235,1337,1.0,occurs often
1236,1338,2.0,sometimes occurs
1237,1339,3.0,(almost) never occurs
1238,1340,4.0,Do not know / no opinion
1239,1341,1.0,occurs often
1240,1342,2.0,sometimes occurs
1241,1343,3.0,(almost) never occurs
1242,1344,4.0,Do not know / no opinion
1243,1345,1.0,occurs often
1244,1346,2.0,sometimes occurs
1245,1347,3.0,(almost) never occurs
1246,1348,4.0,Do not know / no opinion
1247,1349,1.0,occurs often
1248,1350,2.0,sometimes occurs
1249,1351,3.0,(almost) never occurs
1250,1352,4.0,Do not know / no opinion
1251,1353,1.0,occurs often
1252,1354,2.0,sometimes occurs
1253,1355,3.0,(almost) never occurs
1254,1356,4.0,Do not know / no opinion
1255,1357,1.0,occurs often
1256,1358,2.0,sometimes occurs
1257,1359,3.0,(almost) never occurs
1258,1360,4.0,Do not know / no opinion
1259,1361,1.0,occurs often
1260,1362,2.0,sometimes occurs
1261,1363,3.0,(almost) never occurs
1262,1364,4.0,Do not know / no opinion
1263,1365,1.0,occurs often
1264,1366,2.0,sometimes occurs
1265,1367,3.0,(almost) never occurs
1266,1368,4.0,Do not know / no opinion
1267,1369,1.0,Yes
1268,1370,2.0,No
1269,1371,3.0,Do not know / no opinion
1270,1372,1.0,Often
1271,1373,2.0,Sometimes
1272,1374,3.0,Seldom
1273,1375,4.0,Do not know / no opinion
1274,1376,1.0,Yes
1275,1377,2.0,No
1276,1378,3.0,Do not know / no opinion
1277,1379,1.0,Often
1278,1380,2.0,Sometimes
1279,1381,3.0,Seldom
1280,1382,4.0,Do not know / no opinion
1281,1383,1.0,occurs often
1282,1384,2.0,sometimes occurs
1283,1385,3.0,(almost) never occurs
1284,1386,4.0,Do not know / no opinion
1285,1387,1.0,occurs often
1286,1388,2.0,sometimes occurs
1287,1389,3.0,(almost) never occurs
1288,1390,4.0,Do not know / no opinion
1289,1391,1.0,occurs often
1290,1392,2.0,sometimes occurs
1291,1393,3.0,(almost) never occurs
1292,1394,4.0,Do not know / no opinion
1293,1395,1.0,occurs often
1294,1396,2.0,sometimes occurs
1295,1397,3.0,(almost) never occurs
1296,1398,4.0,Do not know / no opinion
1297,1399,1.0,occurs often
1298,1400,2.0,sometimes occurs
1299,1401,3.0,(almost) never occurs
1300,1402,4.0,Do not know / no opinion
1301,1403,1.0,occurs often
1302,1404,2.0,sometimes occurs
1303,1405,3.0,(almost) never occurs
1304,1406,4.0,Do not know / no opinion
1305,1407,1.0,no
1306,1408,2.0,"yes, in your own neighbourhood"
1307,1409,3.0,"yes, elsewhere in the municipality"
1308,1410,4.0,"yes, but not in your own community"
1309,1411,1.0,no
1310,1412,2.0,"yes, in your own neighbourhood"
1311,1413,3.0,"yes, elsewhere in the municipality"
1312,1414,4.0,"yes, but not in your own community"
1313,1415,1.0,no
1314,1416,2.0,"yes, in your own neighbourhood"
1315,1417,3.0,"yes, elsewhere in the municipality"
1316,1418,4.0,"yes, but not in your own community"
1317,1419,1.0,no
1318,1420,2.0,"yes, in your own neighbourhood"
1319,1421,3.0,"yes, elsewhere in the municipality"
1320,1422,4.0,"yes, but not in your own community"
1321,1423,1.0,no
1322,1424,2.0,"yes, in your own neighbourhood"
1323,1425,3.0,"yes, elsewhere in the municipality"
1324,1426,4.0,"yes, but not in your own community"
1325,1427,1.0,no
1326,1428,2.0,"yes, in your own neighbourhood"
1327,1429,3.0,"yes, elsewhere in the municipality"
1328,1430,4.0,"yes, but not in your own community"
1329,1431,1.0,no
1330,1432,2.0,"yes, in your own neighbourhood"
1331,1433,3.0,"yes, elsewhere in the municipality"
1332,1434,4.0,"yes, but not in your own community"
1333,1435,1.0,no
1334,1436,2.0,"yes, in your own neighbourhood"
1335,1437,3.0,"yes, elsewhere in the municipality"
1336,1438,4.0,"yes, but not in your own community"
1337,1439,1.0,no
1338,1440,2.0,"yes, in your own neighbourhood"
1339,1441,3.0,"yes, elsewhere in the municipality"
1340,1442,4.0,"yes, but not in your own community"
1341,1443,1.0,no
1342,1444,2.0,"yes, in your own neighbourhood"
1343,1445,3.0,"yes, elsewhere in the municipality"
1344,1446,4.0,"yes, but not in your own community"
1345,1447,1.0,no
1346,1448,2.0,"yes, in your own neighbourhood"
1347,1449,3.0,"yes, elsewhere in the municipality"
1348,1450,4.0,"yes, but not in your own community"
1349,1451,1.0,no
1350,1452,2.0,"yes, in your own neighbourhood"
1351,1453,3.0,"yes, elsewhere in the municipality"
1352,1454,4.0,"yes, but not in your own community"
1353,1455,1.0,no
1354,1456,2.0,"yes, in your own neighbourhood"
1355,1457,3.0,"yes, elsewhere in the municipality"
1356,1458,4.0,"yes, but not in your own community"
1357,1459,1.0,Yes
1358,1460,2.0,no
1359,1461,1.0,Yes
1360,1462,2.0,no
1361,1463,1.0,Yes
1362,1464,2.0,no
1363,1465,1.0,Yes
1364,1466,2.0,no
1365,1467,1.0,Yes
1366,1468,2.0,no
1367,1469,1.0,Yes
1368,1470,2.0,no
1369,1471,1.0,Yes
1370,1472,2.0,no
1371,1474,1.0,Yes
1372,1475,2.0,no
1373,1476,1.0,Yes
1374,1477,2.0,no
1375,1478,1.0,Yes
1376,1479,2.0,no
1377,1480,1.0,"Yes, I bought or sold these goods/services online"
1378,1481,2.0,"No, I have not bought or sold these goods online"
1379,1482,1.0,Yes
1380,1483,2.0,no
1381,1484,1.0,Yes
1382,1485,2.0,no
1383,1487,1.0,does not occur
1384,1488,2.0,occurs and scares me
1385,1489,3.0,occurs and makes me angry
1386,1490,4.0,occurs and gives me a different emotion
1387,1491,5.0,occurs and does not affect me much
1388,1492,6.0,don't know if it happens
1389,1493,1.0,does not occur
1390,1494,2.0,occurs and scares me
1391,1495,3.0,occurs and makes me angry
1392,1496,4.0,occurs and gives me a different emotion
1393,1497,5.0,occurs and does not affect me much
1394,1498,6.0,don't know if it happens
1395,1499,1.0,does not occur
1396,1500,2.0,occurs and scares me
1397,1501,3.0,occurs and makes me angry
1398,1502,4.0,occurs and gives me a different emotion
1399,1503,5.0,occurs and does not affect me much
1400,1504,6.0,don't know if it happens
1401,1505,1.0,does not occur
1402,1506,2.0,occurs and scares me
1403,1507,3.0,occurs and makes me angry
1404,1508,4.0,occurs and gives me a different emotion
1405,1509,5.0,occurs and does not affect me much
1406,1510,6.0,don't know if it happens
1407,1511,1.0,does not occur
1408,1512,2.0,occurs and scares me
1409,1513,3.0,occurs and makes me angry
1410,1514,4.0,occurs and gives me a different emotion
1411,1515,5.0,occurs and does not affect me much
1412,1516,6.0,don't know if it happens
1413,1517,1.0,does not occur
1414,1518,2.0,occurs and scares me
1415,1519,3.0,occurs and makes me angry
1416,1520,4.0,occurs and gives me a different emotion
1417,1521,5.0,occurs and does not affect me much
1418,1522,6.0,don't know if it happens
1419,1523,1.0,does not occur
1420,1524,2.0,occurs and scares me
1421,1525,3.0,occurs and makes me angry
1422,1526,4.0,occurs and gives me a different emotion
1423,1527,5.0,occurs and does not affect me much
1424,1528,6.0,don't know if it happens
1425,1529,1.0,does not occur
1426,1530,2.0,occurs and scares me
1427,1531,3.0,occurs and makes me angry
1428,1532,4.0,occurs and gives me a different emotion
1429,1533,5.0,occurs and does not affect me much
1430,1534,6.0,don't know if it happens
1431,1535,1.0,does not occur
1432,1536,2.0,occurs and scares me
1433,1537,3.0,occurs and makes me angry
1434,1538,4.0,occurs and gives me a different emotion
1435,1539,5.0,occurs and does not affect me much
1436,1540,6.0,don't know if it happens
1437,1541,2.0,
1438,1542,8.0,Unknown
1439,1543,2.0,Between 414 and 592
1440,1545,0.0,Not Answered
1441,1546,1.0,Answered
1442,1547,0.0,Not Answered
1443,1548,1.0,Answered
1444,1549,0.0,Not Answered
1445,1550,1.0,Answered
1446,1551,0.0,Not Answered
1447,1552,1.0,Answered
1448,1553,0.0,Not Answered
1449,1554,1.0,Answered
1450,1556,1.0,Yes
1451,1557,2.0,"No, not in my own neighborhood but in Breda"
1452,1558,3.0,No
1453,1559,4.0,Do not know / no opinion
1454,1574,1.0,
1455,1575,10.0,10
1456,1576,2.0,
1457,1577,3.0,
1458,1578,4.0,
1459,1579,5.0,
1460,1580,6.0,
1461,1581,7.0,
1462,1582,8.0,
1463,1583,9.0,
1464,1584,1.0,totally agree
1465,1585,2.0,at sometime
1466,1586,3.0,"not agree, not disagree"
1467,1587,4.0,disagree
1468,1588,5.0,totally disagree
1469,1589,6.0,don't know/not applicable
1470,1590,1.0,totally agree
1471,1591,2.0,at sometime
1472,1592,3.0,"not agree, not disagree"
1473,1593,4.0,disagree
1474,1594,5.0,totally disagree
1475,1595,6.0,don't know/not applicable
1476,1596,1.0,totally agree
1477,1597,2.0,at sometime
1478,1598,3.0,"not agree, not disagree"
1479,1599,4.0,disagree
1480,1600,5.0,totally disagree
1481,1601,6.0,don't know/not applicable
1482,1602,1.0,totally agree
1483,1603,2.0,at sometime
1484,1604,3.0,"not agree, not disagree"
1485,1605,4.0,disagree
1486,1606,5.0,totally disagree
1487,1607,6.0,don't know/not applicable
1488,1608,1.0,totally agree
1489,1609,2.0,at sometime
1490,1610,3.0,"not agree, not disagree"
1491,1611,4.0,disagree
1492,1612,5.0,totally disagree
1493,1613,6.0,don't know/not applicable
1494,1614,1.0,totally agree
1495,1615,2.0,at sometime
1496,1616,3.0,"not agree, not disagree"
1497,1617,4.0,disagree
1498,1618,5.0,totally disagree
1499,1619,6.0,don't know/not applicable
1500,1620,1.0,
1501,1621,10.0,10
1502,1622,11.0,Do not know / no opinion
1503,1623,2.0,
1504,1624,3.0,
1505,1625,4.0,
1506,1626,5.0,
1507,1627,6.0,
1508,1628,7.0,
1509,1629,8.0,
1510,1630,9.0,
1511,1631,1.0,totally agree
1512,1632,2.0,at sometime
1513,1633,3.0,"not agree, not disagree"
1514,1634,4.0,disagree
1515,1635,5.0,totally disagree
1516,1636,6.0,Do not know / no opinion
1517,1637,1.0,totally agree
1518,1638,2.0,at sometime
1519,1639,3.0,"not agree, not disagree"
1520,1640,4.0,disagree
1521,1641,5.0,totally disagree
1522,1642,6.0,Do not know / no opinion
1523,1643,1.0,
1524,1644,10.0,10
1525,1645,11.0,Do not know / no opinion
1526,1646,2.0,
1527,1647,3.0,
1528,1648,4.0,
1529,1649,5.0,
1530,1650,6.0,
1531,1651,7.0,
1532,1652,8.0,
1533,1653,9.0,
1534,1654,1.0,very satisfied
1535,1655,2.0,satisfied
1536,1656,3.0,not satisfied/not dissatisfied
1537,1657,4.0,dissatisfied
1538,1658,5.0,very dissatisfied
